code,name,codename,division_type,short_codename,phone_code,level,parent_code
9295,Phường Bồng Lai,phuong_bong_lai,phường,bong_lai,,2,24
9301,Phường Đào Viên,phuong_dao_vien,phường,dao_vien,,2,24
9313,Xã Chi Lăng,xa_chi_lang,xã,chi_lang,,2,24
9319,Xã Tiên Du,xa_tien_du,xã,tien_du,,2,24
9325,Phường Hạp Lĩnh,phuong_hap_linh,phường,hap_linh,,2,24
9334,Xã Liên Bão,xa_lien_bao,xã,lien_bao,,2,24
9340,Xã Đại Đồng,xa_dai_dong,xã,dai_dong,,2,24
9343,Xã Tân Chi,xa_tan_chi,xã,tan_chi,,2,24
9349,Xã Phật Tích,xa_phat_tich,xã,phat_tich,,2,24
9367,Phường Từ Sơn,phuong_tu_son,phường,tu_son,,2,24
9370,Phường Tam Sơn,phuong_tam_son,phường,tam_son,,2,24
9379,Phường Phù Khê,phuong_phu_khe,phường,phu_khe,,2,24
9385,Phường Đồng Nguyên,phuong_dong_nguyen,phường,dong_nguyen,,2,24
9400,Phường Thuận Thành,phuong_thuan_thanh,phường,thuan_thanh,,2,24
9409,Phường Mão Điền,phuong_mao_dien,phường,mao_dien,,2,24
9427,Phường Trí Quả,phuong_tri_qua,phường,tri_qua,,2,24
9430,Phường Trạm Lộ,phuong_tram_lo,phường,tram_lo,,2,24
9433,Phường Song Liễu,phuong_song_lieu,phường,song_lieu,,2,24
9445,Phường Ninh Xá,phuong_ninh_xa,phường,ninh_xa,,2,24
9454,Xã Gia Bình,xa_gia_binh,xã,gia_binh,,2,24
9466,Xã Cao Đức,xa_cao_duc,xã,cao_duc,,2,24
9469,Xã Đại Lai,xa_dai_lai,xã,dai_lai,,2,24
9475,Xã Nhân Thắng,xa_nhan_thang,xã,nhan_thang,,2,24
9487,Xã Đông Cứu,xa_dong_cuu,xã,dong_cuu,,2,24
9496,Xã Lương Tài,xa_luong_tai,xã,luong_tai,,2,24
9499,Xã Trung Kênh,xa_trung_kenh,xã,trung_kenh,,2,24
9523,Xã Trung Chính,xa_trung_chinh,xã,trung_chinh,,2,24
9529,Xã Lâm Thao,xa_lam_thao,xã,lam_thao,,2,24
25,Tỉnh Phú Thọ,phu_tho,tỉnh,,210,1,
4792,Phường Tân Hòa,phuong_tan_hoa,phường,tan_hoa,,2,25
4795,Phường Hòa Bình,phuong_hoa_binh,phường,hoa_binh,,2,25
4828,Phường Thống Nhất,phuong_thong_nhat,phường,thong_nhat,,2,25
4831,Xã Đà Bắc,xa_da_bac,xã,da_bac,,2,25
4846,Xã Đức Nhàn,xa_duc_nhan,xã,duc_nhan,,2,25
4849,Xã Tân Pheo,xa_tan_pheo,xã,tan_pheo,,2,25
4873,Xã Quy Đức,xa_quy_duc,xã,quy_duc,,2,25
4876,Xã Cao Sơn,xa_cao_son,xã,cao_son,,2,25
4891,Xã Tiền Phong,xa_tien_phong,xã,tien_phong,,2,25
4894,Phường Kỳ Sơn,phuong_ky_son,phường,ky_son,,2,25
4897,Xã Thịnh Minh,xa_thinh_minh,xã,thinh_minh,,2,25
4924,Xã Lương Sơn,xa_luong_son,xã,luong_son,,2,25
4960,Xã Liên Sơn,xa_lien_son,xã,lien_son,,2,25
4978,Xã Kim Bôi,xa_kim_boi,xã,kim_boi,,2,25
4990,Xã Nật Sơn,xa_nat_son,xã,nat_son,,2,25
5014,Xã Mường Động,xa_muong_dong,xã,muong_dong,,2,25
5047,Xã Cao Dương,xa_cao_duong,xã,cao_duong,,2,25
5068,Xã Hợp Kim,xa_hop_kim,xã,hop_kim,,2,25
5086,Xã Dũng Tiến,xa_dung_tien,xã,dung_tien,,2,25
5089,Xã Cao Phong,xa_cao_phong,xã,cao_phong,,2,25
5092,Xã Thung Nai,xa_thung_nai,xã,thung_nai,,2,25
5116,Xã Mường Thàng,xa_muong_thang,xã,muong_thang,,2,25
5128,Xã Tân Lạc,xa_tan_lac,xã,tan_lac,,2,25
5134,Xã Mường Hoa,xa_muong_hoa,xã,muong_hoa,,2,25
5152,Xã Vân Sơn,xa_van_son,xã,van_son,,2,25
5158,Xã Mường Bi,xa_muong_bi,xã,muong_bi,,2,25
5191,Xã Toàn Thắng,xa_toan_thang,xã,toan_thang,,2,25
5200,Xã Mai Châu,xa_mai_chau,xã,mai_chau,,2,25
5206,Xã Tân Mai,xa_tan_mai,xã,tan_mai,,2,25
5212,Xã Pà Cò,xa_pa_co,xã,pa_co,,2,25
5245,Xã Bao La,xa_bao_la,xã,bao_la,,2,25
5251,Xã Mai Hạ,xa_mai_ha,xã,mai_ha,,2,25
5266,Xã Lạc Sơn,xa_lac_son,xã,lac_son,,2,25
5287,Xã Mường Vang,xa_muong_vang,xã,muong_vang,,2,25
5290,Xã Nhân Nghĩa,xa_nhan_nghia,xã,nhan_nghia,,2,25
5293,Xã Thượng Cốc,xa_thuong_coc,xã,thuong_coc,,2,25
5305,Xã Yên Phú,xa_yen_phu,xã,yen_phu,,2,25
5323,Xã Quyết Thắng,xa_quyet_thang,xã,quyet_thang,,2,25
5329,Xã Ngọc Sơn,xa_ngoc_son,xã,ngoc_son,,2,25
5347,Xã Đại Đồng,xa_dai_dong,xã,dai_dong,,2,25
5353,Xã Yên Thủy,xa_yen_thuy,xã,yen_thuy,,2,25
5362,Xã Lạc Lương,xa_lac_luong,xã,lac_luong,,2,25
5386,Xã Yên Trị,xa_yen_tri,xã,yen_tri,,2,25
5392,Xã Lạc Thủy,xa_lac_thuy,xã,lac_thuy,,2,25
5395,Xã An Nghĩa,xa_an_nghia,xã,an_nghia,,2,25
5425,Xã An Bình,xa_an_binh,xã,an_binh,,2,25
7894,Phường Nông Trang,phuong_nong_trang,phường,nong_trang,,2,25
7900,Phường Việt Trì,phuong_viet_tri,phường,viet_tri,,2,25
7909,Phường Thanh Miếu,phuong_thanh_mieu,phường,thanh_mieu,,2,25
7918,Phường Vân Phú,phuong_van_phu,phường,van_phu,,2,25
7942,Phường Phú Thọ,phuong_phu_tho,phường,phu_tho,,2,25
7948,Phường Âu Cơ,phuong_au_co,phường,au_co,,2,25
7954,Phường Phong Châu,phuong_phong_chau,phường,phong_chau,,2,25
7969,Xã Đoan Hùng,xa_doan_hung,xã,doan_hung,,2,25
7996,Xã Bằng Luân,xa_bang_luan,xã,bang_luan,,2,25
7999,Xã Chí Đám,xa_chi_dam,xã,chi_dam,,2,25
8023,Xã Tây Cốc,xa_tay_coc,xã,tay_coc,,2,25
8038,Xã Chân Mộng,xa_chan_mong,xã,chan_mong,,2,25
8053,Xã Hạ Hòa,xa_ha_hoa,xã,ha_hoa,,2,25
8071,Xã Đan Thượng,xa_dan_thuong,xã,dan_thuong,,2,25
8110,Xã Hiền Lương,xa_hien_luong,xã,hien_luong,,2,25
8113,Xã Yên Kỳ,xa_yen_ky,xã,yen_ky,,2,25
8134,Xã Văn Lang,xa_van_lang,xã,van_lang,,2,25
8143,Xã Vĩnh Chân,xa_vinh_chan,xã,vinh_chan,,2,25
8152,Xã Thanh Ba,xa_thanh_ba,xã,thanh_ba,,2,25
8173,Xã Quảng Yên,xa_quang_yen,xã,quang_yen,,2,25
8203,Xã Hoàng Cương,xa_hoang_cuong,xã,hoang_cuong,,2,25
8209,Xã Đông Thành,xa_dong_thanh,xã,dong_thanh,,2,25
8218,Xã Chí Tiên,xa_chi_tien,xã,chi_tien,,2,25
8227,Xã Liên Minh,xa_lien_minh,xã,lien_minh,,2,25
8230,Xã Phù Ninh,xa_phu_ninh,xã,phu_ninh,,2,25
8236,Xã Phú Mỹ,xa_phu_my,xã,phu_my,,2,25
8245,Xã Trạm Thản,xa_tram_than,xã,tram_than,,2,25
8254,Xã Dân Chủ,xa_dan_chu,xã,dan_chu,,2,25
8275,Xã Bình Phú,xa_binh_phu,xã,binh_phu,,2,25
8290,Xã Yên Lập,xa_yen_lap,xã,yen_lap,,2,25
8296,Xã Sơn Lương,xa_son_luong,xã,son_luong,,2,25
8305,Xã Xuân Viên,xa_xuan_vien,xã,xuan_vien,,2,25
8311,Xã Trung Sơn,xa_trung_son,xã,trung_son,,2,25
8323,Xã Thượng Long,xa_thuong_long,xã,thuong_long,,2,25
8338,Xã Minh Hòa,xa_minh_hoa,xã,minh_hoa,,2,25
8341,Xã Cẩm Khê,xa_cam_khe,xã,cam_khe,,2,25
8344,Xã Tiên Lương,xa_tien_luong,xã,tien_luong,,2,25
8377,Xã Vân Bán,xa_van_ban,xã,van_ban,,2,25
8398,Xã Phú Khê,xa_phu_khe,xã,phu_khe,,2,25
8416,Xã Hùng Việt,xa_hung_viet,xã,hung_viet,,2,25
8431,Xã Đồng Lương,xa_dong_luong,xã,dong_luong,,2,25
8434,Xã Tam Nông,xa_tam_nong,xã,tam_nong,,2,25
8443,Xã Hiền Quan,xa_hien_quan,xã,hien_quan,,2,25
8467,Xã Vạn Xuân,xa_van_xuan,xã,van_xuan,,2,25
8479,Xã Thọ Văn,xa_tho_van,xã,tho_van,,2,25
8494,Xã Lâm Thao,xa_lam_thao,xã,lam_thao,,2,25
8500,Xã Xuân Lũng,xa_xuan_lung,xã,xuan_lung,,2,25
8515,Xã Hy Cương,xa_hy_cuong,xã,hy_cuong,,2,25
8521,Xã Phùng Nguyên,xa_phung_nguyen,xã,phung_nguyen,,2,25
8527,Xã Bản Nguyên,xa_ban_nguyen,xã,ban_nguyen,,2,25
8542,Xã Thanh Sơn,xa_thanh_son,xã,thanh_son,,2,25
8545,Xã Thu Cúc,xa_thu_cuc,xã,thu_cuc,,2,25
8560,Xã Lai Đồng,xa_lai_dong,xã,lai_dong,,2,25
8566,Xã Tân Sơn,xa_tan_son,xã,tan_son,,2,25
8584,Xã Võ Miếu,xa_vo_mieu,xã,vo_mieu,,2,25
8590,Xã Xuân Đài,xa_xuan_dai,xã,xuan_dai,,2,25
8593,Xã Minh Đài,xa_minh_dai,xã,minh_dai,,2,25
8611,Xã Văn Miếu,xa_van_mieu,xã,van_mieu,,2,25
8614,Xã Cự Đồng,xa_cu_dong,xã,cu_dong,,2,25
8620,Xã Long Cốc,xa_long_coc,xã,long_coc,,2,25
8632,Xã Hương Cần,xa_huong_can,xã,huong_can,,2,25
8635,Xã Khả Cửu,xa_kha_cuu,xã,kha_cuu,,2,25
8656,Xã Yên Sơn,xa_yen_son,xã,yen_son,,2,25
8662,Xã Đào Xá,xa_dao_xa,xã,dao_xa,,2,25
8674,Xã Thanh Thủy,xa_thanh_thuy,xã,thanh_thuy,,2,25
8686,Xã Tu Vũ,xa_tu_vu,xã,tu_vu,,2,25
8707,Phường Vĩnh Yên,phuong_vinh_yen,phường,vinh_yen,,2,25
8716,Phường Vĩnh Phúc,phuong_vinh_phuc,phường,vinh_phuc,,2,25
8740,Phường Phúc Yên,phuong_phuc_yen,phường,phuc_yen,,2,25
8746,Phường Xuân Hòa,phuong_xuan_hoa,phường,xuan_hoa,,2,25
8761,Xã Lập Thạch,xa_lap_thach,xã,lap_thach,,2,25
8770,Xã Hợp Lý,xa_hop_ly,xã,hop_ly,,2,25
8773,Xã Yên Lãng,xa_yen_lang,xã,yen_lang,,2,25
8782,Xã Hải Lựu,xa_hai_luu,xã,hai_luu,,2,25
8788,Xã Thái Hòa,xa_thai_hoa,xã,thai_hoa,,2,25
8812,Xã Liên Hòa,xa_lien_hoa,xã,lien_hoa,,2,25
8824,Xã Tam Sơn,xa_tam_son,xã,tam_son,,2,25
8842,Xã Tiên Lữ,xa_tien_lu,xã,tien_lu,,2,25
8848,Xã Sông Lô,xa_song_lo,xã,song_lo,,2,25
8866,Xã Sơn Đông,xa_son_dong,xã,son_dong,,2,25
8869,Xã Tam Dương,xa_tam_duong,xã,tam_duong,,2,25
8872,Xã Tam Dương Bắc,xa_tam_duong_bac,xã,tam_duong_bac,,2,25
8896,Xã Hoàng An,xa_hoang_an,xã,hoang_an,,2,25
8905,Xã Hội Thịnh,xa_hoi_thinh,xã,hoi_thinh,,2,25
8911,Xã Tam Đảo,xa_tam_dao,xã,tam_dao,,2,25
8914,Xã Đạo Trù,xa_dao_tru,xã,dao_tru,,2,25
8923,Xã Đại Đình,xa_dai_dinh,xã,dai_dinh,,2,25
8935,Xã Bình Nguyên,xa_binh_nguyen,xã,binh_nguyen,,2,25
8944,Xã Bình Tuyền,xa_binh_tuyen,xã,binh_tuyen,,2,25
8950,Xã Bình Xuyên,xa_binh_xuyen,xã,binh_xuyen,,2,25
8971,Xã Xuân Lãng,xa_xuan_lang,xã,xuan_lang,,2,25
9025,Xã Yên Lạc,xa_yen_lac,xã,yen_lac,,2,25
9040,Xã Tề Lỗ,xa_te_lo,xã,te_lo,,2,25
9043,Xã Tam Hồng,xa_tam_hong,xã,tam_hong,,2,25
9052,Xã Nguyệt Đức,xa_nguyet_duc,xã,nguyet_duc,,2,25
9064,Xã Liên Châu,xa_lien_chau,xã,lien_chau,,2,25
9076,Xã Vĩnh Tường,xa_vinh_tuong,xã,vinh_tuong,,2,25
9079,Xã Vĩnh An,xa_vinh_an,xã,vinh_an,,2,25
9100,Xã Vĩnh Hưng,xa_vinh_hung,xã,vinh_hung,,2,25
9106,Xã Vĩnh Thành,xa_vinh_thanh,xã,vinh_thanh,,2,25
9112,Xã Thổ Tang,xa_tho_tang,xã,tho_tang,,2,25
9154,Xã Vĩnh Phú,xa_vinh_phu,xã,vinh_phu,,2,25
31,Thành phố Hải Phòng,hai_phong,thành phố trung ương,,225,1,
10507,Phường Thành Đông,phuong_thanh_dong,phường,thanh_dong,,2,31
10525,Phường Hải Dương,phuong_hai_duong,phường,hai_duong,,2,31
10532,Phường Lê Thanh Nghị,phuong_le_thanh_nghi,phường,le_thanh_nghi,,2,31
10537,Phường Tân Hưng,phuong_tan_hung,phường,tan_hung,,2,31
10543,Phường Việt Hòa,phuong_viet_hoa,phường,viet_hoa,,2,31
10546,Phường Chí Linh,phuong_chi_linh,phường,chi_linh,,2,31
10549,Phường Chu Văn An,phuong_chu_van_an,phường,chu_van_an,,2,31
10552,Phường Nguyễn Trãi,phuong_nguyen_trai,phường,nguyen_trai,,2,31
10570,Phường Trần Hưng Đạo,phuong_tran_hung_dao,phường,tran_hung_dao,,2,31
10573,Phường Trần Nhân Tông,phuong_tran_nhan_tong,phường,tran_nhan_tong,,2,31
10603,Phường Lê Đại Hành,phuong_le_dai_hanh,phường,le_dai_hanh,,2,31
10606,Xã Nam Sách,xa_nam_sach,xã,nam_sach,,2,31
10615,Xã Hợp Tiến,xa_hop_tien,xã,hop_tien,,2,31
10633,Xã Trần Phú,xa_tran_phu,xã,tran_phu,,2,31
10642,Xã Thái Tân,xa_thai_tan,xã,thai_tan,,2,31
10645,Xã An Phú,xa_an_phu,xã,an_phu,,2,31
10660,Phường Ái Quốc,phuong_ai_quoc,phường,ai_quoc,,2,31
10675,Phường Kinh Môn,phuong_kinh_mon,phường,kinh_mon,,2,31
10678,Phường Bắc An Phụ,phuong_bac_an_phu,phường,bac_an_phu,,2,31
10705,Xã Nam An Phụ,xa_nam_an_phu,xã,nam_an_phu,,2,31
10714,Phường Nhị Chiểu,phuong_nhi_chieu,phường,nhi_chieu,,2,31
10726,Phường Phạm Sư Mạnh,phuong_pham_su_manh,phường,pham_su_manh,,2,31
10729,Phường Trần Liễu,phuong_tran_lieu,phường,tran_lieu,,2,31
10744,Phường Nguyễn Đại Năng,phuong_nguyen_dai_nang,phường,nguyen_dai_nang,,2,31
10750,Xã Phú Thái,xa_phu_thai,xã,phu_thai,,2,31
10756,Xã Lai Khê,xa_lai_khe,xã,lai_khe,,2,31
10792,Xã An Thành,xa_an_thanh,xã,an_thanh,,2,31
10804,Xã Kim Thành,xa_kim_thanh,xã,kim_thanh,,2,31
10813,Xã Thanh Hà,xa_thanh_ha,xã,thanh_ha,,2,31
10816,Xã Hà Bắc,xa_ha_bac,xã,ha_bac,,2,31
10837,Phường Nam Đồng,phuong_nam_dong,phường,nam_dong,,2,31
10843,Xã Hà Nam,xa_ha_nam,xã,ha_nam,,2,31
10846,Xã Hà Tây,xa_ha_tay,xã,ha_tay,,2,31
10882,Xã Hà Đông,xa_ha_dong,xã,ha_dong,,2,31
10888,Xã Cẩm Giang,xa_cam_giang,xã,cam_giang,,2,31
10891,Phường Tứ Minh,phuong_tu_minh,phường,tu_minh,,2,31
10903,Xã Cẩm Giàng,xa_cam_giang,xã,cam_giang,,2,31
10909,Xã Tuệ Tĩnh,xa_tue_tinh,xã,tue_tinh,,2,31
10930,Xã Mao Điền,xa_mao_dien,xã,mao_dien,,2,31
10945,Xã Kẻ Sặt,xa_ke_sat,xã,ke_sat,,2,31
10966,Xã Bình Giang,xa_binh_giang,xã,binh_giang,,2,31
10972,Xã Đường An,xa_duong_an,xã,duong_an,,2,31
10993,Xã Thượng Hồng,xa_thuong_hong,xã,thuong_hong,,2,31
10999,Xã Gia Lộc,xa_gia_loc,xã,gia_loc,,2,31
11002,Phường Thạch Khôi,phuong_thach_khoi,phường,thach_khoi,,2,31
11020,Xã Yết Kiêu,xa_yet_kieu,xã,yet_kieu,,2,31
11050,Xã Gia Phúc,xa_gia_phuc,xã,gia_phuc,,2,31
11065,Xã Trường Tân,xa_truong_tan,xã,truong_tan,,2,31
11074,Xã Tứ Kỳ,xa_tu_ky,xã,tu_ky,,2,31
11086,Xã Đại Sơn,xa_dai_son,xã,dai_son,,2,31
11113,Xã Tân Kỳ,xa_tan_ky,xã,tan_ky,,2,31
11131,Xã Chí Minh,xa_chi_minh,xã,chi_minh,,2,31
11140,Xã Lạc Phượng,xa_lac_phuong,xã,lac_phuong,,2,31
11146,Xã Nguyên Giáp,xa_nguyen_giap,xã,nguyen_giap,,2,31
11164,Xã Vĩnh Lại,xa_vinh_lai,xã,vinh_lai,,2,31
11167,Xã Tân An,xa_tan_an,xã,tan_an,,2,31
11203,Xã Ninh Giang,xa_ninh_giang,xã,ninh_giang,,2,31
11218,Xã Hồng Châu,xa_hong_chau,xã,hong_chau,,2,31
11224,Xã Khúc Thừa Dụ,xa_khuc_thua_du,xã,khuc_thua_du,,2,31
11239,Xã Thanh Miện,xa_thanh_mien,xã,thanh_mien,,2,31
11242,Xã Nguyễn Lương Bằng,xa_nguyen_luong_bang,xã,nguyen_luong_bang,,2,31
11254,Xã Bắc Thanh Miện,xa_bac_thanh_mien,xã,bac_thanh_mien,,2,31
11257,Xã Hải Hưng,xa_hai_hung,xã,hai_hung,,2,31
11284,Xã Nam Thanh Miện,xa_nam_thanh_mien,xã,nam_thanh_mien,,2,31
11311,Phường Hồng Bàng,phuong_hong_bang,phường,hong_bang,,2,31
11329,Phường Ngô Quyền,phuong_ngo_quyen,phường,ngo_quyen,,2,31
11359,Phường Gia Viên,phuong_gia_vien,phường,gia_vien,,2,31
11383,Phường Lê Chân,phuong_le_chan,phường,le_chan,,2,31
11407,Phường An Biên,phuong_an_bien,phường,an_bien,,2,31
11411,Phường Đông Hải,phuong_dong_hai,phường,dong_hai,,2,31
11413,Phường Hải An,phuong_hai_an,phường,hai_an,,2,31
11443,Phường Kiến An,phuong_kien_an,phường,kien_an,,2,31
11446,Phường Phù Liễn,phuong_phu_lien,phường,phu_lien,,2,31
11455,Phường Đồ Sơn,phuong_do_son,phường,do_son,,2,31
11473,Phường Bạch Đằng,phuong_bach_dang,phường,bach_dang,,2,31
11488,Phường Lưu Kiếm,phuong_luu_kiem,phường,luu_kiem,,2,31
11503,Xã Việt Khê,xa_viet_khe,xã,viet_khe,,2,31
11506,Phường Lê Ích Mộc,phuong_le_ich_moc,phường,le_ich_moc,,2,31
11533,Phường Hòa Bình,phuong_hoa_binh,phường,hoa_binh,,2,31
11542,Phường Nam Triệu,phuong_nam_trieu,phường,nam_trieu,,2,31
11557,Phường Thiên Hương,phuong_thien_huong,phường,thien_huong,,2,31
11560,Phường Thủy Nguyên,phuong_thuy_nguyen,phường,thuy_nguyen,,2,31
11581,Phường An Dương,phuong_an_duong,phường,an_duong,,2,31
11593,Phường An Phong,phuong_an_phong,phường,an_phong,,2,31
11602,Phường Hồng An,phuong_hong_an,phường,hong_an,,2,31
11617,Phường An Hải,phuong_an_hai,phường,an_hai,,2,31
11629,Xã An Lão,xa_an_lao,xã,an_lao,,2,31
11635,Xã An Trường,xa_an_truong,xã,an_truong,,2,31
11647,Xã An Quang,xa_an_quang,xã,an_quang,,2,31
11668,Xã An Khánh,xa_an_khanh,xã,an_khanh,,2,31
11674,Xã An Hưng,xa_an_hung,xã,an_hung,,2,31
11680,Xã Kiến Thụy,xa_kien_thuy,xã,kien_thuy,,2,31
11689,Phường Hưng Đạo,phuong_hung_dao,phường,hung_dao,,2,31
11692,Phường Dương Kinh,phuong_duong_kinh,phường,duong_kinh,,2,31
11713,Xã Nghi Dương,xa_nghi_duong,xã,nghi_duong,,2,31
11725,Xã Kiến Minh,xa_kien_minh,xã,kien_minh,,2,31
11728,Xã Kiến Hưng,xa_kien_hung,xã,kien_hung,,2,31
11737,Phường Nam Đồ Sơn,phuong_nam_do_son,phường,nam_do_son,,2,31
11749,Xã Kiến Hải,xa_kien_hai,xã,kien_hai,,2,31
11755,Xã Tiên Lãng,xa_tien_lang,xã,tien_lang,,2,31
11761,Xã Quyết Thắng,xa_quyet_thang,xã,quyet_thang,,2,31
11779,Xã Tân Minh,xa_tan_minh,xã,tan_minh,,2,31
11791,Xã Tiên Minh,xa_tien_minh,xã,tien_minh,,2,31
11806,Xã Chấn Hưng,xa_chan_hung,xã,chan_hung,,2,31
11809,Xã Hùng Thắng,xa_hung_thang,xã,hung_thang,,2,31
11824,Xã Vĩnh Bảo,xa_vinh_bao,xã,vinh_bao,,2,31
11836,Xã Vĩnh Thịnh,xa_vinh_thinh,xã,vinh_thinh,,2,31
11842,Xã Vĩnh Thuận,xa_vinh_thuan,xã,vinh_thuan,,2,31
11848,Xã Vĩnh Hòa,xa_vinh_hoa,xã,vinh_hoa,,2,31
11875,Xã Vĩnh Hải,xa_vinh_hai,xã,vinh_hai,,2,31
11887,Xã Vĩnh Am,xa_vinh_am,xã,vinh_am,,2,31
11911,Xã Nguyễn Bỉnh Khiêm,xa_nguyen_binh_khiem,xã,nguyen_binh_khiem,,2,31
11914,Đặc khu Cát Hải,dac_khu_cat_hai,đặc khu,cat_hai,,2,31
11948,Đặc khu Bạch Long Vĩ,dac_khu_bach_long_vi,đặc khu,bach_long_vi,,2,31
33,Tỉnh Hưng Yên,hung_yen,tỉnh,,221,1,
11953,Phường Phố Hiến,phuong_pho_hien,phường,pho_hien,,2,33
11977,Xã Tân Hưng,xa_tan_hung,xã,tan_hung,,2,33
11980,Phường Hồng Châu,phuong_hong_chau,phường,hong_chau,,2,33
11983,Phường Sơn Nam,phuong_son_nam,phường,son_nam,,2,33
11992,Xã Lạc Đạo,xa_lac_dao,xã,lac_dao,,2,33
11995,Xã Đại Đồng,xa_dai_dong,xã,dai_dong,,2,33
12004,Xã Như Quỳnh,xa_nhu_quynh,xã,nhu_quynh,,2,33
12019,Xã Văn Giang,xa_van_giang,xã,van_giang,,2,33
12025,Xã Phụng Công,xa_phung_cong,xã,phung_cong,,2,33
12031,Xã Nghĩa Trụ,xa_nghia_tru,xã,nghia_tru,,2,33
12049,Xã Mễ Sở,xa_me_so,xã,me_so,,2,33
12064,Xã Nguyễn Văn Linh,xa_nguyen_van_linh,xã,nguyen_van_linh,,2,33
12070,Xã Hoàn Long,xa_hoan_long,xã,hoan_long,,2,33
12073,Xã Yên Mỹ,xa_yen_my,xã,yen_my,,2,33
12091,Xã Việt Yên,xa_viet_yen,xã,viet_yen,,2,33
12103,Phường Mỹ Hào,phuong_my_hao,phường,my_hao,,2,33
12127,Phường Thượng Hồng,phuong_thuong_hong,phường,thuong_hong,,2,33
12133,Phường Đường Hào,phuong_duong_hao,phường,duong_hao,,2,33
12142,Xã Ân Thi,xa_an_thi,xã,an_thi,,2,33
12148,Xã Phạm Ngũ Lão,xa_pham_ngu_lao,xã,pham_ngu_lao,,2,33
12166,Xã Xuân Trúc,xa_xuan_truc,xã,xuan_truc,,2,33
12184,Xã Nguyễn Trãi,xa_nguyen_trai,xã,nguyen_trai,,2,33
12196,Xã Hồng Quang,xa_hong_quang,xã,hong_quang,,2,33
12205,Xã Khoái Châu,xa_khoai_chau,xã,khoai_chau,,2,33
12223,Xã Triệu Việt Vương,xa_trieu_viet_vuong,xã,trieu_viet_vuong,,2,33
12238,Xã Việt Tiến,xa_viet_tien,xã,viet_tien,,2,33
12247,Xã Châu Ninh,xa_chau_ninh,xã,chau_ninh,,2,33
12271,Xã Chí Minh,xa_chi_minh,xã,chi_minh,,2,33
12280,Xã Lương Bằng,xa_luong_bang,xã,luong_bang,,2,33
12286,Xã Nghĩa Dân,xa_nghia_dan,xã,nghia_dan,,2,33
12313,Xã Đức Hợp,xa_duc_hop,xã,duc_hop,,2,33
12322,Xã Hiệp Cường,xa_hiep_cuong,xã,hiep_cuong,,2,33
12337,Xã Hoàng Hoa Thám,xa_hoang_hoa_tham,xã,hoang_hoa_tham,,2,33
12361,Xã Tiên Hoa,xa_tien_hoa,xã,tien_hoa,,2,33
12364,Xã Tiên Lữ,xa_tien_lu,xã,tien_lu,,2,33
12391,Xã Quang Hưng,xa_quang_hung,xã,quang_hung,,2,33
12406,Xã Đoàn Đào,xa_doan_dao,xã,doan_dao,,2,33
12424,Xã Tiên Tiến,xa_tien_tien,xã,tien_tien,,2,33
12427,Xã Tống Trân,xa_tong_tran,xã,tong_tran,,2,33
12452,Phường Trần Hưng Đạo,phuong_tran_hung_dao,phường,tran_hung_dao,,2,33
12454,Phường Trần Lãm,phuong_tran_lam,phường,tran_lam,,2,33
12466,Phường Vũ Phúc,phuong_vu_phuc,phường,vu_phuc,,2,33
12472,Xã Quỳnh Phụ,xa_quynh_phu,xã,quynh_phu,,2,33
12499,Xã A Sào,xa_a_sao,xã,a_sao,,2,33
12511,Xã Minh Thọ,xa_minh_tho,xã,minh_tho,,2,33
12517,Xã Ngọc Lâm,xa_ngoc_lam,xã,ngoc_lam,,2,33
12523,Xã Phụ Dực,xa_phu_duc,xã,phu_duc,,2,33
12526,Xã Đồng Bằng,xa_dong_bang,xã,dong_bang,,2,33
12532,Xã Nguyễn Du,xa_nguyen_du,xã,nguyen_du,,2,33
12577,Xã Quỳnh An,xa_quynh_an,xã,quynh_an,,2,33
12583,Xã Tân Tiến,xa_tan_tien,xã,tan_tien,,2,33
12586,Xã Hưng Hà,xa_hung_ha,xã,hung_ha,,2,33
12595,Xã Ngự Thiên,xa_ngu_thien,xã,ngu_thien,,2,33
12613,Xã Long Hưng,xa_long_hung,xã,long_hung,,2,33
12619,Xã Diên Hà,xa_dien_ha,xã,dien_ha,,2,33
12631,Xã Thần Khê,xa_than_khe,xã,than_khe,,2,33
12634,Xã Tiên La,xa_tien_la,xã,tien_la,,2,33
12676,Xã Lê Quý Đôn,xa_le_quy_don,xã,le_quy_don,,2,33
12685,Xã Hồng Minh,xa_hong_minh,xã,hong_minh,,2,33
12688,Xã Đông Hưng,xa_dong_hung,xã,dong_hung,,2,33
12694,Xã Bắc Đông Hưng,xa_bac_dong_hung,xã,bac_dong_hung,,2,33
12700,Xã Bắc Tiên Hưng,xa_bac_tien_hung,xã,bac_tien_hung,,2,33
12736,Xã Đông Tiên Hưng,xa_dong_tien_hung,xã,dong_tien_hung,,2,33
12745,Xã Bắc Đông Quan,xa_bac_dong_quan,xã,bac_dong_quan,,2,33
12754,Xã Tiên Hưng,xa_tien_hung,xã,tien_hung,,2,33
12763,Xã Nam Tiên Hưng,xa_nam_tien_hung,xã,nam_tien_hung,,2,33
12775,Xã Nam Đông Hưng,xa_nam_dong_hung,xã,nam_dong_hung,,2,33
12793,Xã Đông Quan,xa_dong_quan,xã,dong_quan,,2,33
12817,Phường Trà Lý,phuong_tra_ly,phường,tra_ly,,2,33
