code,name,codename,division_type,short_codename,phone_code,level,parent_code
1,Thành phố Hà Nội,ha_noi,thành phố trung ương,,24,1,
4,Phường Ba Đình,phuong_ba_dinh,phường,ba_dinh,,2,1
8,Phường Ngọc Hà,phuong_ngoc_ha,phường,ngoc_ha,,2,1
25,Phường Giảng Võ,phuong_giang_vo,phường,giang_vo,,2,1
70,Phường Hoàn Kiếm,phuong_hoan_kiem,phường,hoan_kiem,,2,1
82,Phường Cửa Nam,phuong_cua_nam,phường,cua_nam,,2,1
91,Phường Phú Thượng,phuong_phu_thuong,phường,phu_thuong,,2,1
97,Phường Hồng Hà,phuong_hong_ha,phường,hong_ha,,2,1
103,Phường Tây Hồ,phuong_tay_ho,phường,tay_h    o,,2,1
118,Phường Bồ Đề,phuong_bo_de,phường,bo_de,,2,1
127,Phường Việt Hưng,phuong_viet_hung,phường,viet_hung,,2,1
136,Phường Phúc Lợi,phuong_phuc_loi,phường,phuc_loi,,2,1
145,Phường Long Biên,phuong_long_bien,phường,long_bien,,2,1
160,Phường Nghĩa Đô,phuong_nghia_do,phường,nghia_do,,2,1
166,Phường Cầu Giấy,phuong_cau_giay,phường,cau_giay,,2,1
175,Phường Yên Hòa,phuong_yen_hoa,phường,yen_hoa,,2,1
190,Phường Ô Chợ Dừa,phuong_o_cho_dua,phường,o_cho_dua,,2,1
199,Phường Láng,phuong_lang,phường,lang,,2,1
226,Phường Văn Miếu - Quốc Tử Giám,phuong_van_mieu_quoc_tu_giam,phường,van_mieu_quoc_tu_giam,,2,1
229,Phường Kim Liên,phuong_kim_lien,phường,kim_lien,,2,1
235,Phường Đống Đa,phuong_dong_da,phường,dong_da,,2,1
256,Phường Hai Bà Trưng,phuong_hai_ba_trung,phường,hai_ba_trung,,2,1
283,Phường Vĩnh Tuy,phuong_vinh_tuy,phường,vinh_tuy,,2,1
292,Phường Bạch Mai,phuong_bach_mai,phường,bach_mai,,2,1
301,Phường Vĩnh Hưng,phuong_vinh_hung,phường,vinh_hung,,2,1
316,Phường Định Công,phuong_dinh_cong,phường,dinh_cong,,2,1
322,Phường Tương Mai,phuong_tuong_mai,phường,tuong_mai,,2,1
328,Phường Lĩnh Nam,phuong_linh_nam,phường,linh_nam,,2,1
331,Phường Hoàng Mai,phuong_hoang_mai,phường,hoang_mai,,2,1
337,Phường Hoàng Liệt,phuong_hoang_liet,phường,hoang_liet,,2,1
340,Phường Yên Sở,phuong_yen_so,phường,yen_so,,2,1
352,Phường Phương Liệt,phuong_phuong_liet,phường,phuong_liet,,2,1
364,Phường Khương Đình,phuong_khuong_dinh,phường,khuong_dinh,,2,1
367,Phường Thanh Xuân,phuong_thanh_xuan,phường,thanh_xuan,,2,1
376,Xã Sóc Sơn,xa_soc_son,xã,soc_son,,2,1
382,Xã Kim Anh,xa_kim_anh,xã,kim_anh,,2,1
385,Xã Trung Giã,xa_trung_gia,xã,trung_gia,,2,1
430,Xã Đa Phúc,xa_da_phuc,xã,da_phuc,,2,1
433,Xã Nội Bài,xa_noi_bai,xã,noi_bai,,2,1
454,Xã Đông Anh,xa_dong_anh,xã,dong_anh,,2,1
466,Xã Phúc Thịnh,xa_phuc_thinh,xã,phuc_thinh,,2,1
475,Xã Thư Lâm,xa_thu_lam,xã,thu_lam,,2,1
493,Xã Thiên Lộc,xa_thien_loc,xã,thien_loc,,2,1
508,Xã Vĩnh Thanh,xa_vinh_thanh,xã,vinh_thanh,,2,1
541,Xã Phù Đổng,xa_phu_dong,xã,phu_dong,,2,1
562,Xã Thuận An,xa_thuan_an,xã,thuan_an,,2,1
565,Xã Gia Lâm,xa_gia_lam,xã,gia_lam,,2,1
577,Xã Bát Tràng,xa_bat_trang,xã,bat_trang,,2,1
592,Phường Từ Liêm,phuong_tu_liem,phường,tu_liem,,2,1
598,Phường Thượng Cát,phuong_thuong_cat,phường,thuong_cat,,2,1
602,Phường Đông Ngạc,phuong_dong_ngac,phường,dong_ngac,,2,1
611,Phường Xuân Đỉnh,phuong_xuan_dinh,phường,xuan_dinh,,2,1
613,Phường Tây Tựu,phuong_tay_tuu,phường,tay_tuu,,2,1
619,Phường Phú Diễn,phuong_phu_dien,phường,phu_dien,,2,1
622,Phường Xuân Phương,phuong_xuan_phuong,phường,xuan_phuong,,2,1
634,Phường Tây Mỗ,phuong_tay_mo,phường,tay_mo,,2,1
637,Phường Đại Mỗ,phuong_dai_mo,phường,dai_mo,,2,1
640,Xã Thanh Trì,xa_thanh_tri,xã,thanh_tri,,2,1
643,Phường Thanh Liệt,phuong_thanh_liet,phường,thanh_liet,,2,1
664,Xã Đại Thanh,xa_dai_thanh,xã,dai_thanh,,2,1
679,Xã Ngọc Hồi,xa_ngoc_hoi,xã,ngoc_hoi,,2,1
685,Xã Nam Phù,xa_nam_phu,xã,nam_phu,,2,1
4930,Xã Yên Xuân,xa_yen_xuan,xã,yen_xuan,,2,1
8974,Xã Quang Minh,xa_quang_minh,xã,quang_minh,,2,1
8980,Xã Yên Lãng,xa_yen_lang,xã,yen_lang,,2,1
8995,Xã Tiến Thắng,xa_tien_thang,xã,tien_thang,,2,1
9022,Xã Mê Linh,xa_me_linh,xã,me_linh,,2,1
9552,Phường Kiến Hưng,phuong_kien_hung,phường,kien_hung,,2,1
9556,Phường Hà Đông,phuong_ha_dong,phường,ha_dong,,2,1
9562,Phường Yên Nghĩa,phuong_yen_nghia,phường,yen_nghia,,2,1
9568,Phường Phú Lương,phuong_phu_luong,phường,phu_luong,,2,1
9574,Phường Sơn Tây,phuong_son_tay,phường,son_tay,,2,1
9604,Phường Tùng Thiện,phuong_tung_thien,phường,tung_thien,,2,1
9616,Xã Đoài Phương,xa_doai_phuong,xã,doai_phuong,,2,1
9619,Xã Quảng Oai,xa_quang_oai,xã,quang_oai,,2,1
9634,Xã Cổ Đô,xa_co_do,xã,co_do,,2,1
9661,Xã Minh Châu,xa_minh_chau,xã,minh_chau,,2,1
9664,Xã Vật Lại,xa_vat_lai,xã,vat_lai,,2,1
9676,Xã Bất Bạt,xa_bat_bat,xã,bat_bat,,2,1
9694,Xã Suối Hai,xa_suoi_hai,xã,suoi_hai,,2,1
9700,Xã Ba Vì,xa_ba_vi,xã,ba_vi,,2,1
9706,Xã Yên Bài,xa_yen_bai,xã,yen_bai,,2,1
9715,Xã Phúc Thọ,xa_phuc_tho,xã,phuc_tho,,2,1
9739,Xã Phúc Lộc,xa_phuc_loc,xã,phuc_loc,,2,1
9772,Xã Hát Môn,xa_hat_mon,xã,hat_mon,,2,1
9784,Xã Đan Phượng,xa_dan_phuong,xã,dan_phuong,,2,1
9787,Xã Liên Minh,xa_lien_minh,xã,lien_minh,,2,1
9817,Xã Ô Diên,xa_o_dien,xã,o_dien,,2,1
9832,Xã Hoài Đức,xa_hoai_duc,xã,hoai_duc,,2,1
9856,Xã Dương Hòa,xa_duong_hoa,xã,duong_hoa,,2,1
9871,Xã Sơn Đồng,xa_son_dong,xã,son_dong,,2,1
9877,Xã An Khánh,xa_an_khanh,xã,an_khanh,,2,1
9886,Phường Dương Nội,phuong_duong_noi,phường,duong_noi,,2,1
9895,Xã Quốc Oai,xa_quoc_oai,xã,quoc_oai,,2,1
9910,Xã Kiều Phú,xa_kieu_phu,xã,kieu_phu,,2,1
9931,Xã Hưng Đạo,xa_hung_dao,xã,hung_dao,,2,1
9952,Xã Phú Cát,xa_phu_cat,xã,phu_cat,,2,1
9955,Xã Thạch Thất,xa_thach_that,xã,thach_that,,2,1
9982,Xã Hạ Bằng,xa_ha_bang,xã,ha_bang,,2,1
9988,Xã Hòa Lạc,xa_hoa_lac,xã,hoa_lac,,2,1
10003,Xã Tây Phương,xa_tay_phuong,xã,tay_phuong,,2,1
10015,Phường Chương Mỹ,phuong_chuong_my,phường,chuong_my,,2,1
10030,Xã Phú Nghĩa,xa_phu_nghia,xã,phu_nghia,,2,1
10045,Xã Xuân Mai,xa_xuan_mai,xã,xuan_mai,,2,1
10072,Xã Quảng Bị,xa_quang_bi,xã,quang_bi,,2,1
10081,Xã Trần Phú,xa_tran_phu,xã,tran_phu,,2,1
10096,Xã Hòa Phú,xa_hoa_phu,xã,hoa_phu,,2,1
10114,Xã Thanh Oai,xa_thanh_oai,xã,thanh_oai,,2,1
10126,Xã Bình Minh,xa_binh_minh,xã,binh_minh,,2,1
10144,Xã Tam Hưng,xa_tam_hung,xã,tam_hung,,2,1
10180,Xã Dân Hòa,xa_dan_hoa,xã,dan_hoa,,2,1
10183,Xã Thường Tín,xa_thuong_tin,xã,thuong_tin,,2,1
10210,Xã Hồng Vân,xa_hong_van,xã,hong_van,,2,1
10231,Xã Thượng Phúc,xa_thuong_phuc,xã,thuong_phuc,,2,1
10237,Xã Chương Dương,xa_chuong_duong,xã,chuong_duong,,2,1
10273,Xã Phú Xuyên,xa_phu_xuyen,xã,phu_xuyen,,2,1
10279,Xã Phượng Dực,xa_phuong_duc,xã,duc,,2,1
10330,Xã Chuyên Mỹ,xa_chuyen_my,xã,chuyen_my,,2,1
10342,Xã Đại Xuyên,xa_dai_xuyen,xã,dai_xuyen,,2,1
10354,Xã Vân Đình,xa_van_dinh,xã,van_dinh,,2,1
10369,Xã Ứng Thiên,xa_ung_thien,xã,ung_thien,,2,1
10402,Xã Ứng Hòa,xa_ung_hoa,xã,ung_hoa,,2,1
10417,Xã Hòa Xá,xa_hoa_xa,xã,hoa_xa,,2,1
10441,Xã Mỹ Đức,xa_my_duc,xã,my_duc,,2,1
10459,Xã Phúc Sơn,xa_phuc_son,xã,phuc_son,,2,1
10465,Xã Hồng Sơn,xa_hong_son,xã,hong_son,,2,1
10489,Xã Hương Sơn,xa_huong_son,xã,huong_son,,2,1
4,Tỉnh Cao Bằng,cao_bang,tỉnh,,206,1,
1273,Phường Thục Phán,phuong_thuc_phan,phường,thuc_phan,,2,4
1279,Phường Nùng Trí Cao,phuong_nung_tri_cao,phường,nung_tri_cao,,2,4
1288,Phường Tân Giang,phuong_tan_giang,phường,tan_giang,,2,4
1290,Xã Bảo Lâm,xa_bao_lam,xã,bao_lam,,2,4
1294,Xã Lý Bôn,xa_ly_bon,xã,ly_bon,,2,4
1297,Xã Nam Quang,xa_nam_quang,xã,nam_quang,,2,4
1304,Xã Quảng Lâm,xa_quang_lam,xã,quang_lam,,2,4
1318,Xã Yên Thổ,xa_yen_tho,xã,yen_tho,,2,4
1321,Xã Bảo Lạc,xa_bao_lac,xã,bao_lac,,2,4
1324,Xã Cốc Pàng,xa_coc_pang,xã,coc_pang,,2,4
1327,Xã Cô Ba,xa_co_ba,xã,co_ba,,2,4
1336,Xã Khánh Xuân,xa_khanh_xuan,xã,khanh_xuan,,2,4
1339,Xã Xuân Trường,xa_xuan_truong,xã,xuan_truong,,2,4
1351,Xã Hưng Đạo,xa_hung_dao,xã,hung_dao,,2,4
1354,Xã Huy Giáp,xa_huy_giap,xã,huy_giap,,2,4
1360,Xã Sơn Lộ,xa_son_lo,xã,son_lo,,2,4
1363,Xã Thông Nông,xa_thong_nong,xã,thong_nong,,2,4
1366,Xã Cần Yên,xa_can_yen,xã,can_yen,,2,4
1387,Xã Thanh Long,xa_thanh_long,xã,thanh_long,,2,4
1392,Xã Trường Hà,xa_truong_ha,xã,truong_ha,,2,4
1393,Xã Lũng Nặm,xa_lung_nam,xã,lung_nam,,2,4
1414,Xã Tổng Cọt,xa_tong_cot,xã,tong_cot,,2,4
1438,Xã Hà Quảng,xa_ha_quang,xã,ha_quang,,2,4
1447,Xã Trà Lĩnh,xa_tra_linh,xã,tra_linh,,2,4
1456,Xã Quang Hán,xa_quang_han,xã,quang_han,,2,4
1465,Xã Quang Trung,xa_quang_trung,xã,quang_trung,,2,4
1477,Xã Trùng Khánh,xa_trung_khanh,xã,trung_khanh,,2,4
1489,Xã Đình Phong,xa_dinh_phong,xã,dinh_phong,,2,4
1501,Xã Đàm Thủy,xa_dam_thuy,xã,dam_thuy,,2,4
1525,Xã Đoài Dương,xa_doai_duong,xã,doai_duong,,2,4
1537,Xã Lý Quốc,xa_ly_quoc,xã,ly_quoc,,2,4
1552,Xã Quang Long,xa_quang_long,xã,quang_long,,2,4
1558,Xã Hạ Lang,xa_ha_lang,xã,ha_lang,,2,4
1561,Xã Vinh Quý,xa_vinh_quy,xã,vinh_quy,,2,4
1576,Xã Quảng Uyên,xa_quang_uyen,xã,quang_uyen,,2,4
1594,Xã Độc Lập,xa_doc_lap,xã,doc_lap,,2,4
1618,Xã Hạnh Phúc,xa_hanh_phuc,xã,hanh_phuc,,2,4
1636,Xã Bế Văn Đàn,xa_be_van_dan,xã,be_van_dan,,2,4
1648,Xã Phục Hòa,xa_phuc_hoa,xã,phuc_hoa,,2,4
1654,Xã Hòa An,xa_hoa_an,xã,hoa_an,,2,4
1660,Xã Nam Tuấn,xa_nam_tuan,xã,nam_tuan,,2,4
1699,Xã Nguyễn Huệ,xa_nguyen_hue,xã,nguyen_hue,,2,4
1708,Xã Bạch Đằng,xa_bach_dang,xã,bach_dang,,2,4
1726,Xã Nguyên Bình,xa_nguyen_binh,xã,nguyen_binh,,2,4
1729,Xã Tĩnh Túc,xa_tinh_tuc,xã,tinh_tuc,,2,4
1738,Xã Ca Thành,xa_ca_thanh,xã,ca_thanh,,2,4
1747,Xã Minh Tâm,xa_minh_tam,xã,minh_tam,,2,4
1768,Xã Phan Thanh,xa_phan_thanh,xã,phan_thanh,,2,4
1774,Xã Tam Kim,xa_tam_kim,xã,tam_kim,,2,4
1777,Xã Thành Công,xa_thanh_cong,xã,thanh_cong,,2,4
1786,Xã Đông Khê,xa_dong_khe,xã,dong_khe,,2,4
1789,Xã Canh Tân,xa_canh_tan,xã,canh_tan,,2,4
1792,Xã Kim Đồng,xa_kim_dong,xã,kim_dong,,2,4
1795,Xã Minh Khai,xa_minh_khai,xã,minh_khai,,2,4
1807,Xã Thạch An,xa_thach_an,xã,thach_an,,2,4
1822,Xã Đức Long,xa_duc_long,xã,duc_long,,2,4
8,Tỉnh Tuyên Quang,tuyen_quang,tỉnh,,207,1,
691,Phường Hà Giang 2,phuong_ha_giang_2,phường,ha_giang_2,,2,8
694,Phường Hà Giang 1,phuong_ha_giang_1,phường,ha_giang_1,,2,8
700,Xã Ngọc Đường,xa_ngoc_duong,xã,ngoc_duong,,2,8
706,Xã Phú Linh,xa_phu_linh,xã,phu_linh,,2,8
715,Xã Lũng Cú,xa_lung_cu,xã,lung_cu,,2,8
721,Xã Đồng Văn,xa_dong_van,xã,dong_van,,2,8
733,Xã Sà Phìn,xa_sa_phin,xã,sa_phin,,2,8
745,Xã Phố Bảng,xa_pho_bang,xã,pho_bang,,2,8
763,Xã Lũng Phìn,xa_lung_phin,xã,lung_phin,,2,8
769,Xã Mèo Vạc,xa_meo_vac,xã,meo_vac,,2,8
778,Xã Sơn Vĩ,xa_son_vi,xã,son_vi,,2,8
787,Xã Sủng Máng,xa_sung_mang,xã,sung_mang,,2,8
802,Xã Khâu Vai,xa_khau_vai,xã,khau_vai,,2,8
808,Xã Tát Ngà,xa_tat_nga,xã,tat_nga,,2,8
817,Xã Niêm Sơn,xa_niem_son,xã,niem_son,,2,8
820,Xã Yên Minh,xa_yen_minh,xã,yen_minh,,2,8
829,Xã Thắng Mố,xa_thang_mo,xã,thang_mo,,2,8
832,Xã Bạch Đích,xa_bach_dich,xã,bach_dich,,2,8
847,Xã Mậu Duệ,xa_mau_due,xã,mau_due,,2,8
859,Xã Ngọc Long,xa_ngoc_long,xã,ngoc_long,,2,8
865,Xã Đường Thượng,xa_duong_thuong,xã,duong_thuong,,2,8
871,Xã Du Già,xa_du_gia,xã,du_gia,,2,8
874,Xã Quản Bạ,xa_quan_ba,xã,quan_ba,,2,8
883,Xã Cán Tỷ,xa_can_ty,xã,can_ty,,2,8
889,Xã Nghĩa Thuận,xa_nghia_thuan,xã,nghia_thuan,,2,8
892,Xã Tùng Vài,xa_tung_vai,xã,tung_vai,,2,8
901,Xã Lùng Tám,xa_lung_tam,xã,lung_tam,,2,8
913,Xã Vị Xuyên,xa_vi_xuyen,xã,vi_xuyen,,2,8
919,Xã Minh Tân,xa_minh_tan,xã,minh_tan,,2,8
922,Xã Thuận Hoà,xa_thuan_hoa,xã,thuan_hoa,,2,8
925,Xã Tùng Bá,xa_tung_ba,xã,tung_ba,,2,8
928,Xã Thanh Thủy,xa_thanh_thuy,xã,thanh_thuy,,2,8
937,Xã Lao Chải,xa_lao_chai,xã,lao_chai,,2,8
952,Xã Cao Bồ,xa_cao_bo,xã,cao_bo,,2,8
958,Xã Thượng Sơn,xa_thuong_son,xã,thuong_son,,2,8
967,Xã Việt Lâm,xa_viet_lam,xã,viet_lam,,2,8
970,Xã Linh Hồ,xa_linh_ho,xã,linh_ho,,2,8
976,Xã Bạch Ngọc,xa_bach_ngoc,xã,bach_ngoc,,2,8
982,Xã Minh Sơn,xa_minh_son,xã,minh_son,,2,8
985,Xã Giáp Trung,xa_giap_trung,xã,giap_trung,,2,8
991,Xã Bắc Mê,xa_bac_me,xã,bac_me,,2,8
994,Xã Minh Ngọc,xa_minh_ngoc,xã,minh_ngoc,,2,8
1006,Xã Yên Cường,xa_yen_cuong,xã,yen_cuong,,2,8
1012,Xã Đường Hồng,xa_duong_hong,xã,duong_hong,,2,8
1021,Xã Hoàng Su Phì,xa_hoang_su_phi,xã,hoang_su_phi,,2,8
1024,Xã Bản Máy,xa_ban_may,xã,ban_may,,2,8
1033,Xã Thàng Tín,xa_thang_tin,xã,thang_tin,,2,8
1051,Xã Tân Tiến,xa_tan_tien,xã,tan_tien,,2,8
1057,Xã Pờ Ly Ngài,xa_po_ly_ngai,xã,po_ly_ngai,,2,8
1075,Xã Nậm Dịch,xa_nam_dich,xã,nam_dich,,2,8
1084,Xã Hồ Thầu,xa_ho_thau,xã,ho_thau,,2,8
1090,Xã Thông Nguyên,xa_thong_nguyen,xã,thong_nguyen,,2,8
1096,Xã Pà Vầy Sủ,xa_pa_vay_su,xã,pa_vay_su,,2,8
1108,Xã Xín Mần,xa_xin_man,xã,xin_man,,2,8
1117,Xã Trung Thịnh,xa_trung_thinh,xã,trung_thinh,,2,8
1141,Xã Nấm Dẩn,xa_nam_dan,xã,nam_dan,,2,8
1144,Xã Quảng Nguyên,xa_quang_nguyen,xã,quang_nguyen,,2,8
1147,Xã Khuôn Lùng,xa_khuon_lung,xã,khuon_lung,,2,8
1153,Xã Bắc Quang,xa_bac_quang,xã,bac_quang,,2,8
1156,Xã Vĩnh Tuy,xa_vinh_tuy,xã,vinh_tuy,,2,8
1165,Xã Đồng Tâm,xa_dong_tam,xã,dong_tam,,2,8
1171,Xã Tân Quang,xa_tan_quang,xã,tan_quang,,2,8
1180,Xã Bằng Hành,xa_bang_hanh,xã,bang_hanh,,2,8
1192,Xã Liên Hiệp,xa_lien_hiep,xã,lien_hiep,,2,8
1201,Xã Hùng An,xa_hung_an,xã,hung_an,,2,8
1216,Xã Đồng Yên,xa_dong_yen,xã,dong_yen,,2,8
1225,Xã Tiên Nguyên,xa_tien_nguyen,xã,tien_nguyen,,2,8
1234,Xã Yên Thành,xa_yen_thanh,xã,yen_thanh,,2,8
1237,Xã Quang Bình,xa_quang_binh,xã,quang_binh,,2,8
1243,Xã Tân Trịnh,xa_tan_trinh,xã,tan_trinh,,2,8
1246,Xã Bằng Lang,xa_bang_lang,xã,bang_lang,,2,8
1255,Xã Xuân Giang,xa_xuan_giang,xã,xuan_giang,,2,8
1261,Xã Tiên Yên,xa_tien_yen,xã,tien_yen,,2,8
2212,Phường Nông Tiến,phuong_nong_tien,phường,nong_tien,,2,8
2215,Phường Minh Xuân,phuong_minh_xuan,phường,minh_xuan,,2,8
2221,Xã Nà Hang,xa_na_hang,xã,na_hang,,2,8
2239,Xã Thượng Nông,xa_thuong_nong,xã,thuong_nong,,2,8
2245,Xã Côn Lôn,xa_con_lon,xã,con_lon,,2,8
2248,Xã Yên Hoa,xa_yen_hoa,xã,yen_hoa,,2,8
2260,Xã Hồng Thái,xa_hong_thai,xã,hong_thai,,2,8
2266,Xã Lâm Bình,xa_lam_binh,xã,lam_binh,,2,8
2269,Xã Thượng Lâm,xa_thuong_lam,xã,thuong_lam,,2,8
2287,Xã Chiêm Hoá,xa_chiem_hoa,xã,chiem_hoa,,2,8
2296,Xã Bình An,xa_binh_an,xã,binh_an,,2,8
2302,Xã Minh Quang,xa_minh_quang,xã,minh_quang,,2,8
2305,Xã Trung Hà,xa_trung_ha,xã,trung_ha,,2,8
2308,Xã Tân Mỹ,xa_tan_my,xã,tan_my,,2,8
2317,Xã Yên Lập,xa_yen_lap,xã,yen_lap,,2,8
2320,Xã Tân An,xa_tan_an,xã,tan_an,,2,8
2332,Xã Kiên Đài,xa_kien_dai,xã,kien_dai,,2,8
2350,Xã Kim Bình,xa_kim_binh,xã,kim_binh,,2,8
2353,Xã Hoà An,xa_hoa_an,xã,hoa_an,,2,8
2359,Xã Tri Phú,xa_tri_phu,xã,tri_phu,,2,8
2365,Xã Yên Nguyên,xa_yen_nguyen,xã,yen_nguyen,,2,8
2374,Xã Hàm Yên,xa_ham_yen,xã,ham_yen,,2,8
2380,Xã Bạch Xa,xa_bach_xa,xã,bach_xa,,2,8
2392,Xã Phù Lưu,xa_phu_luu,xã,phu_luu,,2,8
2398,Xã Yên Phú,xa_yen_phu,xã,yen_phu,,2,8
2404,Xã Bình Xa,xa_binh_xa,xã,binh_xa,,2,8
2407,Xã Thái Sơn,xa_thai_son,xã,thai_son,,2,8
2419,Xã Thái Hoà,xa_thai_hoa,xã,thai_hoa,,2,8
2425,Xã Hùng Đức,xa_hung_duc,xã,hung_duc,,2,8
2434,Xã Lực Hành,xa_luc_hanh,xã,luc_hanh,,2,8
2437,Xã Kiến Thiết,xa_kien_thiet,xã,kien_thiet,,2,8
2449,Xã Xuân Vân,xa_xuan_van,xã,xuan_van,,2,8
2455,Xã Hùng Lợi,xa_hung_loi,xã,hung_loi,,2,8
2458,Xã Trung Sơn,xa_trung_son,xã,trung_son,,2,8
2470,Xã Tân Long,xa_tan_long,xã,tan_long,,2,8
2473,Xã Yên Sơn,xa_yen_son,xã,yen_son,,2,8
2494,Xã Thái Bình,xa_thai_binh,xã,thai_binh,,2,8
2509,Phường Mỹ Lâm,phuong_my_lam,phường,my_lam,,2,8
2512,Phường An Tường,phuong_an_tuong,phường,an_tuong,,2,8
2524,Phường Bình Thuận,phuong_binh_thuan,phường,binh_thuan,,2,8
2530,Xã Nhữ Khê,xa_nhu_khe,xã,nhu_khe,,2,8
2536,Xã Sơn Dương,xa_son_duong,xã,son_duong,,2,8
2545,Xã Tân Trào,xa_tan_trao,xã,tan_trao,,2,8
2548,Xã Bình Ca,xa_binh_ca,xã,binh_ca,,2,8
2554,Xã Minh Thanh,xa_minh_thanh,xã,minh_thanh,,2,8
2572,Xã Đông Thọ,xa_dong_tho,xã,dong_tho,,2,8
2578,Xã Tân Thanh,xa_tan_thanh,xã,tan_thanh,,2,8
2608,Xã Hồng Sơn,xa_hong_son,xã,hong_son,,2,8
2611,Xã Phú Lương,xa_phu_luong,xã,phu_luong,,2,8
2620,Xã Sơn Thuỷ,xa_son_thuy,xã,son_thuy,,2,8
2623,Xã Trường Sinh,xa_truong_sinh,xã,truong_sinh,,2,8
11,Tỉnh Điện Biên,dien_bien,tỉnh,,215,1,
3127,Phường Điện Biên Phủ,phuong_dien_bien_phu,phường,dien_bien_phu,,2,11
3151,Phường Mường Lay,phuong_muong_lay,phường,muong_lay,,2,11
3158,Xã Sín Thầu,xa_sin_thau,xã,sin_thau,,2,11
3160,Xã Mường Nhé,xa_muong_nhe,xã,muong_nhe,,2,11
3162,Xã Nậm Kè,xa_nam_ke,xã,nam_ke,,2,11
3163,Xã Mường Toong,xa_muong_toong,xã,muong_toong,,2,11
3164,Xã Quảng Lâm,xa_quang_lam,xã,quang_lam,,2,11
3166,Xã Mường Chà,xa_muong_cha,xã,muong_cha,,2,11
3169,Xã Nà Hỳ,xa_na_hy,xã,na_hy,,2,11
3172,Xã Na Sang,xa_na_sang,xã,na_sang,,2,11
3175,Xã Chà Tở,xa_cha_to,xã,cha_to,,2,11
3176,Xã Nà Bủng,xa_na_bung,xã,na_bung,,2,11
3181,Xã Mường Tùng,xa_muong_tung,xã,muong_tung,,2,11
3193,Xã Pa Ham,xa_pa_ham,xã,pa_ham,,2,11
3194,Xã Nậm Nèn,xa_nam_nen,xã,nam_nen,,2,11
3199,Xã Si Pa Phìn,xa_si_pa_phin,xã,si_pa_phin,,2,11
3202,Xã Mường Pồn,xa_muong_pon,xã,muong_pon,,2,11
3203,Xã Na Son,xa_na_son,xã,na_son,,2,11
3208,Xã Xa Dung,xa_xa_dung,xã,xa_dung,,2,11
3214,Xã Mường Luân,xa_muong_luan,xã,muong_luan,,2,11
3217,Xã Tủa Chùa,xa_tua_chua,xã,tua_chua,,2,11
3220,Xã Tủa Thàng,xa_tua_thang,xã,tua_thang,,2,11
3226,Xã Sín Chải,xa_sin_chai,xã,sin_chai,,2,11
3241,Xã Sính Phình,xa_sinh_phinh,xã,sinh_phinh,,2,11
3244,Xã Sáng Nhè,xa_sang_nhe,xã,sang_nhe,,2,11
3253,Xã Tuần Giáo,xa_tuan_giao,xã,tuan_giao,,2,11
3256,Xã Mường Ảng,xa_muong_ang,xã,muong_ang,,2,11
3260,Xã Pú Nhung,xa_pu_nhung,xã,pu_nhung,,2,11
3268,Xã Mường Mùn,xa_muong_mun,xã,muong_mun,,2,11
3283,Xã Chiềng Sinh,xa_chieng_sinh,xã,chieng_sinh,,2,11
3295,Xã Quài Tở,xa_quai_to,xã,quai_to,,2,11
3301,Xã Búng Lao,xa_bung_lao,xã,bung_lao,,2,11
3313,Xã Mường Lạn,xa_muong_lan,xã,muong_lan,,2,11
3316,Xã Nà Tấu,xa_na_tau,xã,na_tau,,2,11
3325,Xã Mường Phăng,xa_muong_phang,xã,muong_phang,,2,11
3328,Xã Thanh Nưa,xa_thanh_nua,xã,thanh_nua,,2,11
3334,Phường Mường Thanh,phuong_muong_thanh,phường,muong_thanh,,2,11
3349,Xã Thanh Yên,xa_thanh_yen,xã,thanh_yen,,2,11
3352,Xã Thanh An,xa_thanh_an,xã,thanh_an,,2,11
3356,Xã Sam Mứn,xa_sam_mun,xã,sam_mun,,2,11
3358,Xã Núa Ngam,xa_nua_ngam,xã,nua_ngam,,2,11
3368,Xã Mường Nhà,xa_muong_nha,xã,muong_nha,,2,11
3370,Xã Pu Nhi,xa_pu_nhi,xã,pu_nhi,,2,11
3382,Xã Phình Giàng,xa_phinh_giang,xã,phinh_giang,,2,11
3385,Xã Tìa Dình,xa_tia_dinh,xã,tia_dinh,,2,11
12,Tỉnh Lai Châu,lai_chau,tỉnh,,213,1,
3388,Phường Đoàn Kết,phuong_doan_ket,phường,doan_ket,,2,12
3390,Xã Bình Lư,xa_binh_lu,xã,binh_lu,,2,12
3394,Xã Sin Suối Hồ,xa_sin_suoi_ho,xã,sin_suoi_ho,,2,12
3405,Xã Tả Lèng,xa_ta_leng,xã,ta_leng,,2,12
3408,Phường Tân Phong,phuong_tan_phong,phường,tan_phong,,2,12
3424,Xã Bản Bo,xa_ban_bo,xã,ban_bo,,2,12
3430,Xã Khun Há,xa_khun_ha,xã,khun_ha,,2,12
3433,Xã Bum Tở,xa_bum_to,xã,bum_to,,2,12
3434,Xã Nậm Hàng,xa_nam_hang,xã,nam_hang,,2,12
3439,Xã Thu Lũm,xa_thu_lum,xã,thu_lum,,2,12
3442,Xã Pa Ủ,xa_pa_u,xã,pa_u,,2,12
3445,Xã Mường Tè,xa_muong_te,xã,muong_te,,2,12
3451,Xã Mù Cả,xa_mu_ca,xã,mu_ca,,2,12
3460,Xã Hua Bum,xa_hua_bum,xã,hua_bum,,2,12
